id|geom|accuracy|ns_neotectonic_section_id|ns_fault_summary_id|ns_average_dip|ns_is_active|ns_is_episodic|ns_surface_dip|ns_name|ns_aseismic_slip_factor|ns_compiler_id|ns_completion_id|ns_contributor_id|ns_dip_dir|ns_disp|ns_downthrown_side_id|ns_last_movement|ns_length|ns_lower_sm_depth|ns_recurrence_interval|ns_net_slip_rate|ns_slip_type_id|ns_strike|ns_strike_slip_rate|ns_upper_sm_depth|ns_vert_slip_rate|ns_created_date|ns_modified_date|fs_fault_summary_id|fs_aseismic_slip_factor|fs_compiler_id|fs_completion_id|fs_contributor_id|fs_average_dip|fs_dip_dir|fs_displacement|fs_downthrown_side_id|fs_is_active|fs_is_episodic|fs_is_section_summary|fs_last_movement|fs_length|fs_lower_sm_depth|fs_name|fs_recurrence_interval|fs_strike_slip_rate|fs_slip_type_id|fs_strike|fs_upper_sm_depth|fs_created_date|fs_modified_date|fs_net_slip_rate|fs_vert_slip_rate|slip_type|
27867|LINESTRING(174.950792379549 -41.1126850144086,174.95083760589 -41.1126031870339,174.951318086084 -41.112338378506,174.951723844539 -41.1121649005336,174.952177878049 -41.1120131244631,174.952371363267 -41.1119107800838,174.952644531589 -41.1117845724307,174.952913926324 -41.1116314062415,174.953184116638 -41.1115052475653,174.953381504355 -41.1114343607614,174.953576712816 -41.1113905320087,174.953772771334 -41.1112746309938,174.953878306279 -41.1112188053883,174.953892786761 -41.111205050018)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27868|LINESTRING(174.918830945813 -41.127694051823,174.91923923364 -41.1276017115326,174.919541903923 -41.1274615831919,174.920054444902 -41.1271648501004,174.920459956347 -41.126874395035,174.920851365553 -41.126611194,174.921302955503 -41.1263695099377,174.921631358722 -41.1261929201808,174.922008822362 -41.1260650535492,174.922492523154 -41.1259038953461,174.922913061285 -41.1257212671931,174.923410168008 -41.1254067612156,174.924284461188 -41.1249553763801,174.924825713369 -41.1247256975603,174.925383475109 -41.1243471238074,174.925549500084 -41.1243218426894,174.926090349666 -41.1240786538681,174.926572678051 -41.1237688835986,174.927097288368 -41.1233773427488,174.927579869174 -41.1230765710815,174.92803241981 -41.1227672907033,174.928739225899 -41.1223952233756,174.929264862331 -41.1220396838291,174.92971639044 -41.1217979672736,174.9308611724 -41.1213330123131,174.931614036401 -41.1210096976343,174.932188232544 -41.120788440862,174.932579211783 -41.1206152778179,174.932791267168 -41.1205351743842,174.933121319982 -41.1204170702679,174.933288993475 -41.1203467146814,174.933543718137 -41.12019834316,174.933740232308 -41.1200959798458,174.933890046991 -41.1200259218926,174.934899837487 -41.1196307366324)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27869|LINESTRING(174.948880405252 -41.1137800885062,174.949182021752 -41.1136083739948,174.949287166641 -41.1135390484527,174.949513660924 -41.1134451599252,174.949722696846 -41.1133650759703,174.949935960405 -41.1132263736587,174.950084814178 -41.1131247854667,174.950234860977 -41.1130637093104,174.95054975858 -41.1128377241269,174.950672358187 -41.1127545922039,174.950792379549 -41.1126850144086)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27870|LINESTRING(174.95865724932 -41.1095211981497,174.959439688331 -41.1093007821062,174.960028568032 -41.1090791367764,174.960524887419 -41.1089491292182,174.961068282594 -41.1088003070776,174.962154439389 -41.1083810684483,174.962588167114 -41.108148530624,174.963116178317 -41.107882865954,174.963447487444 -41.1077106097261,174.963929617421 -41.1075042669122,174.964306491674 -41.1073627598969,174.964849197341 -41.1071914134982,174.965422858818 -41.1070600711121,174.96591888504 -41.1069210380041,174.966507821058 -41.106802941481,174.966944999863 -41.1066874223497,174.967276961732 -41.1065376619855,174.967819016412 -41.1062447150706,174.968074010851 -41.1061097724381,174.968434652277 -41.1059234918644,174.96872197374 -41.1057744868605,174.969022133077 -41.1056567879265,174.969835481512 -41.105377227917,174.970317172679 -41.1051573547952,174.970755299816 -41.1049742507304,174.97113120701 -41.1048012124041,174.971626962948 -41.1045540723872,174.972636425305 -41.1041630630246,174.97284797695 -41.1040693830502,174.973223471121 -41.1038828340086,174.973764941094 -41.1035718542329,174.974321954181 -41.1032831247049,174.974699475532 -41.103065010828,174.976008109917 -41.1024256687582,174.976504367301 -41.1021965134044,174.976714160417 -41.1020443091655,174.976984150681 -41.1018145141654,174.977284967825 -41.1016202206138,174.977510037321 -41.1014812646497,174.977945296824 -41.1012036057845,174.978141685952 -41.1011011679495,174.978261657354 -41.1010315619961)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27871|LINESTRING(175.011419422736 -41.082709478197,175.012482902255 -41.0821025964916,175.013455083903 -41.0818298539071,175.014936450554 -41.0816249872942,175.016954528814 -41.0813911727396,175.020083101744 -41.0807677624255,175.021893749717 -41.0802756487887,175.024264755307 -41.0793132108092,175.026679518946 -41.0781261239646,175.027886023325 -41.0772287805293,175.028774840701 -41.0764457237014,175.029412597034 -41.0754687937178,175.030022869065 -41.074146989943,175.03020309837 -41.0731333155477,175.030379544767 -41.0706167332616)|50000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27872|LINESTRING(174.934899837487 -41.1196307366324,174.9353067367 -41.1194933265798,174.935503509311 -41.1193999630535,174.936092611576 -41.1192820195524,174.936438586669 -41.1191996680204,174.937163218279 -41.1189308322975,174.937674669509 -41.1188051738049,174.937990878504 -41.1187233161728,174.938218065643 -41.1186519563598,174.938518074134 -41.1185253329117,174.93886609536 -41.1184114147377,174.93900036075 -41.1183190927927,174.939317431729 -41.1181651597762,174.93952947106 -41.1180850441342,174.939801032401 -41.1180039300526,174.940132511334 -41.1179353212218,174.940359429529 -41.1178549545153,174.940464854297 -41.1177946396421,174.940449973717 -41.1177948892433)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27873|LINESTRING(174.813375958788 -41.2022700787824,174.813438060047 -41.2021430093174,174.813828733687 -41.2018216457312,174.814416728069 -41.2013035391472,174.815396956245 -41.2007387459082,174.816147846099 -41.2000739644854,174.817280033643 -41.1992906045833,174.818378418132 -41.1985798196194,174.819826419435 -41.1975753130894,174.82097030834 -41.1968953186304,174.822011123755 -41.196261969553,174.822886173655 -41.1957798345908,174.823700379264 -41.1954697812046,174.82430587331 -41.1951585090897,174.824847411108 -41.194582541248,174.825493216221 -41.19378876227,174.826183202364 -41.1929762685202,174.826905215871 -41.1923524080346,174.828125652902 -41.1915360298162,174.828470760519 -41.1912963997166,174.828772668064 -41.1911114922656,174.829347193442 -41.1908682336198,174.830146771715 -41.190463793379,174.831172765283 -41.1899476828,174.832483628752 -41.1892784393113,174.833858657365 -41.1886667083154,174.834852175061 -41.1880565073148,174.835438253717 -41.1874797814037,174.836613954676 -41.1867766065028,174.837743313807 -41.1860156107919,174.838995019289 -41.1851535839773,174.83992722324 -41.1844857679527,174.840604703372 -41.1838760373576,174.841551988263 -41.183108892347,174.842593737537 -41.1824167934724,174.843526243517 -41.1817624529212,174.844489328526 -41.1809229762234,174.845468453456 -41.1802318488275,174.846598062875 -41.1793806910225,174.847226508309 -41.1787266680442,174.848188327342 -41.1777385657187,174.849091969752 -41.1769090052169,174.849934042254 -41.1761164492488,174.850789980225 -41.1752876374488,174.851600885045 -41.1745541120681,174.853359988685 -41.1729902718454,174.854714382092 -41.1718742302701,174.85552709738 -41.1712081988837,174.855993001583 -41.1707143530389,174.856773628441 -41.1699677649025,174.857210994215 -41.1695194064122,174.857704451008 -41.168840469042,174.858244978884 -41.1682463392045,174.858814589284 -41.1675211389749,174.8594754989 -41.1669701036523,174.86024203761 -41.1662552413592,174.860723588441 -41.165684564698,174.861203293269 -41.1651544467944,174.861832982129 -41.1645543613437,174.862496500336 -41.1640978388278,174.863220522934 -41.1635682825048,174.864048391101 -41.1630235380957,174.864468369232 -41.1627015279853,174.865116832844 -41.1622407290724,174.865914379083 -41.1616784457675,174.866366027149 -41.1614234699493,174.867103554707 -41.1609522158944,174.867706876342 -41.1605822000516,174.868488368008 -41.1601912898907,174.868851035297 -41.1599512515204,174.869106565349 -41.1598210263459,174.869377112008 -41.1596950614573,174.870207300343 -41.1592358004256,174.871051172566 -41.1588393607973,174.871473718086 -41.1587154362746,174.872138420169 -41.1585155364025,174.872877103776 -41.1581928410373,174.873208899182 -41.1580208407303,174.873992241649 -41.157697415103,174.874658244723 -41.1574389342032,174.875532612759 -41.1570689882445,174.875773739578 -41.1569569955406,174.876362302081 -41.1566997601693,174.876857011431 -41.156390002365,174.877144374425 -41.156227718317,174.877551657027 -41.1559869282256,174.87782114925 -41.155824932457,174.877986670057 -41.1556736306859,174.878060643118 -41.1555508356727,174.878105348609 -41.1554465296669)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27874|LINESTRING(174.953892786761 -41.111205050018,174.954103404685 -41.1111789744986,174.954392508751 -41.1110885222677,174.954678503323 -41.1109936182503,174.954903068794 -41.1109357804067,174.9551586394 -41.1108188713153)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27875|LINESTRING(174.940449973717 -41.1177948892433,174.940883911662 -41.1174633518429,174.941715442126 -41.1172872690235,174.942092085058 -41.1172359108163,174.942603513692 -41.1171102307807,174.942951388255 -41.1169917990931,174.94322161941 -41.1168656634232,174.943538805748 -41.1167162203384,174.94389997056 -41.1165435194647,174.944155185617 -41.116413130313,174.944457223008 -41.1162549320814,174.944682411004 -41.1161160392679,174.945042775964 -41.115916326686,174.945284561357 -41.1158357002469,174.945586593419 -41.1156774990994,174.946007532037 -41.115512793418,174.946264788543 -41.1153508400691,174.946566021851 -41.1151656282222,174.947016380672 -41.1148878340389,174.947407348826 -41.1146155414314,174.947677756514 -41.1143948167924,174.947946643497 -41.1142236566016,174.948142985176 -41.114116767745,174.948339458705 -41.1140143799191,174.948641016823 -41.1139417468469,174.948822211863 -41.1138261047707,174.948880405252 -41.1137800885062)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27876|LINESTRING(174.878105348609 -41.1554465296669,174.878375513577 -41.155203458759,174.878679163706 -41.1550904447943,174.879190949748 -41.1547533784673,174.879655853138 -41.1544440924449,174.880079318827 -41.1541444848463,174.880484913922 -41.1538451661017,174.88099514473 -41.1534540748606,174.88126567519 -41.153224501484,174.881686852191 -41.1527402815699,174.882014785616 -41.1523296327863,174.882436592186 -41.1518679171891,174.882751196309 -41.1514079445013,174.883215477817 -41.1508689751141,174.883515795647 -41.1505353307486,174.883846656085 -41.1502282092598,174.884294978656 -41.1497570476394,174.884596596154 -41.1493648335475,174.884939024929 -41.1488368485229,174.885178517397 -41.1483555747432,174.885399499698 -41.1478520844773,174.885639883707 -41.1474023195709,174.885863169706 -41.1469798538364,174.886191997683 -41.1463935406049,174.886626185486 -41.1458460398287,174.886954335346 -41.1453407984069,174.88727039568 -41.1450384112305,174.887719044664 -41.1445807403649,174.888005045195 -41.1443734153294,174.888246383644 -41.144166818509,174.888576012707 -41.143922751815,174.888893472935 -41.1436698757957,174.889327452013 -41.1433250257822,174.88982602691 -41.1429475943048,174.890682052396 -41.1422580803178,174.891194965808 -41.1419659752563,174.891720942226 -41.141714185951,174.892097538222 -41.1414468232933,174.892520206027 -41.1412282444525,174.892970066836 -41.1409191486681,174.893812036568 -41.1403649463954,174.894445180474 -41.1400078090718,174.89476065395 -41.1397909771146,174.895257988833 -41.139580172194,174.896057181548 -41.1393013689956,174.897083806139 -41.1388522005569,174.897218429282 -41.1387689294561,174.897506053571 -41.1386200994565,174.897927387231 -41.1384600682225,174.898515053658 -41.1381802142461,174.899012752075 -41.1379828975871,174.899508896549 -41.1377315619159,174.899795089249 -41.1375332107977,174.900126711482 -41.1373611339975,174.900429854804 -41.1372345593497,174.900700508356 -41.1371175247438,174.901151206802 -41.1369434885457,174.901906075246 -41.1367824646452,174.902374241896 -41.136594625872,174.902765780923 -41.1364350667121,174.903353408876 -41.1361551883923,174.903957986845 -41.1358435033396,174.9043183228 -41.1356349134747,174.904994463502 -41.1352229671141,174.905926334468 -41.1344870527555,174.906665486893 -41.1340920724001,174.906994724234 -41.1336317882784,174.907698900798 -41.1330572360054,174.908404354158 -41.132424112149,174.908614778994 -41.1321819529944,174.908794135874 -41.1318952706034,174.909155193441 -41.1315065115179,174.909604250061 -41.131071263245,174.91061210659 -41.1302890197097,174.911648954607 -41.1296864299259,174.911980116634 -41.1295008152652,174.912343499721 -41.1292966528162,174.912809892277 -41.1290502540946,174.913245620768 -41.1288764173947,174.913818366808 -41.1284976526138,174.914178371477 -41.1282800295102,174.914434713568 -41.1280821349765,174.914629978294 -41.1279347897916,174.915023371061 -41.1277391291652,174.915231712343 -41.127632098449,174.915655909766 -41.1274719540756,174.915971536074 -41.1273676489682,174.916424452737 -41.1271709976658,174.91681551104 -41.1269978872976,174.917584979852 -41.1268320144204,174.917947939626 -41.1266143303752,174.918685025553 -41.1263589158715,174.918956255029 -41.1262643459872,174.919741348986 -41.12602163902,174.920132391784 -41.1258485175675,174.92050881135 -41.1256846446544,174.921189614384 -41.1255427373748,174.921519451575 -41.1254156632021,174.922063724184 -41.1252895291005,174.92248582885 -41.1251609191376,174.922668146446 -41.1250813286776,174.922893441951 -41.1250460591827,174.923074351954 -41.1250205342104,174.923180850386 -41.1249962460074)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27877|LINESTRING(174.978261657354 -41.1010315619961,174.978549204491 -41.1008915355256,174.978819705579 -41.1007788216808,174.979089398602 -41.10063909925,174.979482438469 -41.1004432220644,174.979661913146 -41.1003725964318,174.979781881634 -41.1003029889201,174.980024120211 -41.1001412159723,174.980263786138 -41.0999929974308,174.980383349482 -41.0999098853244,174.980550247579 -41.0998169554381,174.980728776998 -41.0997148188913)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27878|LINESTRING(174.9551586394 -41.1108188713153,174.955522799823 -41.1107496656949,174.955779166474 -41.1106597633654,174.956232199628 -41.1105755421638,174.956729118815 -41.1103644760463,174.957045578205 -41.1101924896017,174.957359725613 -41.1100430594035,174.957630566448 -41.1099393972194,174.957934405823 -41.1098441831074,174.958099050349 -41.1097738423502,174.95827870634 -41.1097077508475,174.958431713541 -41.1096466138126,174.958566732922 -41.1095812775113,174.95865724932 -41.1095211981497)|100000|107340|75729||t|f||Moonshine Fault|0.00|576|||||231||||||205|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|75729|0.00|576||||||231|t|f|f||||Moonshine Fault|||205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Dextral
27879|LINESTRING(175.14167695788 -40.9748724110472,175.143151928625 -40.9730759637983,175.145230514742 -40.9705553734014,175.146749343867 -40.9679659116334,175.147811380296 -40.9663354941672,175.149345377286 -40.9642210022652,175.150974471622 -40.9623532368857,175.152636868073 -40.9596559658698,175.153805101413 -40.9572966618976,175.155294944067 -40.9540485737474,175.15742626962 -40.9513514879378,175.158928894643 -40.9492381041406,175.161095893398 -40.9473735116906,175.162961708273 -40.9453838963985,175.16562534686 -40.9430910519174,175.168306741759 -40.9412572160407,175.169999159387 -40.9387888050714)|50000|107775|76164|(,,75)|t|f||Otaki Forks Fault|0.00|576|||130|(,,2.61)|231||||(3500,9000,)|(,,0.6)|205||(0.4,0.7,)|(0.0,0.0,0.0)|(,,0.23)|2012-04-30|2012-04-30|76164|0.00|576|||(,,75)|310|(,,2.61)|231|t|f|f||||Otaki Forks Fault|(3500,9000,)|(0.4,0.7,)|205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|(,,0.6)|(,,0.23)|Dextral
29571|LINESTRING(176.529917280368 -39.7411115144473,176.530954193747 -39.7415214050054,176.532153499112 -39.7419668676284,176.533305786298 -39.7425760142316)|100000|107856|76244||t|f|||0.00|576|||||||||||202|||(0.0,0.0,0.0)||2012-04-30|2012-04-30|76244|0.00|576|||||||t|f|f|||||||202||(0.0,0.0,0.0)|2012-04-27|2012-04-27|||Reverse
27880|LINESTRING(175.2427412135 -40.8698706840273,175.250856623762 -40.8666680761832,175.259922239219 -40.8629913893753,175.271291963374 -40.8570616634962,175.282291527458 -40.8507732651322,175.284866003552 -40.8482675914598)|100000|107775|76164|(,,75)|t|f||Otaki Forks Fault|0.00|576|||130|(,,2.61)|231||||(3500,9000,)|(,,0.6)|205||(0.4,0.7,)|(0.0,0.0,0.0)|(,,0.23)|2012-04-30|2012-04-30|76164|0.00|576|||(,,75)|310|(,,2.61)|231|t|f|f||||Otaki Forks Fault|(3500,9000,)|(0.4,0.7,)|205||(0.0,0.0,0.0)|2012-04-27|2012-04-27|(,,0.6)|(,,0.23)|Dextral
